Date Ingested,Avg. Market Time (days),Make Model,ER,Serial Number,Previous Registration,MFR Year,EIS Date,Current Airframe Hours,Previous Country,Days On Market,Ask Price (M),Ask Price_MO,Sale Price,Sale Price_TBD,Sale Date,Engine Program Type,Passengers,Collins Venue CMS,Ku-band Internet,Ka-band internet,Starlink,BBML,GoGo Biz ATG-4000,GoGo Biz ATG-5000,Gogo Biz Avance L5,SwiftBroadband 
08/05/2025,158,Challenger 300, ,010,N41DP,2004,01-03-2004,"4,105",US,0,,Yes,8.3,,18/10/2024,MSP,8, , , , , , , ,Yes, 
08/05/2025,158,Challenger 300, ,015,N219AB,2004,01-08-2004,"6,075",US,437,9.75,,9.4,,09/05/2024,MSP-G,9, , , , , , , ,Yes, 
08/05/2025,158,Challenger 300, ,023,N575FD,2004,01-12-2004,"8,510",US,120,7.99,,7.68,,29/04/2025,MSP-G,8, , , , , , , ,Yes, 
08/05/2025,158,Challenger 300, ,033,N33CH,2004,01-12-2004,"6,140",US,232,8.99,,7.9,,19/12/2024,MSP-G,8, , , , , , , , , 
08/05/2025,252,Challenger 601-3R, ,5146,N825SG,1994,01-09-1994,"8,225",US,190,,Yes,3.1,,17/12/2024,OnPoint,11, , , , , , , , , 
08/05/2025,158,Challenger 300, ,039,N727SJ,2005,01-06-2005,"4,655",US,24,,Yes,,Yes,20/12/2024,MSP-G,9, , , , , , , ,Yes, 
08/05/2025,252,Challenger 601-3R, ,5173,N501KV,1995,01-02-1995,"10,255",US,313,4.25,,,Yes,08/04/2025,OnPoint,11, , , , , , , , , 
08/05/2025,147,Challenger 601-3A, ,5045,N601AF,1989,01-01-1990,"8,710",US,164,,Yes,615K,,21/02/2025,,12, , , , , , , , , 
08/05/2025,175,Challenger 650, ,6064,N5950E,2016,01-04-2016,"2,435",US,54,19.35,,19.2,,18/03/2025,OnPoint,12, , , , , , , ,Yes,Yes
08/05/2025,46,Challenger 3500, ,942,N350MH,2023,01-05-2023,665,US,48,23.59,,23.2,,17/09/2024,JSSI,8, , ,Yes, , , , , , 
08/05/2025,188,Challenger 350, ,508,SP-KHI,2014,01-09-2014,"1,770",PL,250,,Yes,14.7,,07/08/2024,,9, , , , , , , , , 
08/05/2025,158,Challenger 300, ,050,M-MTOO,2005,01-12-2005,"3,720",JO,368,8.5,,8.0,,11/04/2025,MSP-G,9, , , , , , , , , 
08/05/2025,147,Challenger 601-3A, ,5059,N403JC,1989,01-09-1990,"6,125",US,8,2.35,,1.7,,18/06/2024,,11, , , , , , , , , 
08/05/2025,175,Challenger 650, ,6087,N650JG,2016,01-02-2017,"2,480",US,256,,Yes,18.35,,30/08/2024,OnPoint,12, , , , , , , , , 
08/05/2025,46,Challenger 3500, ,951,D-BAPE,2023,01-06-2023,370,DE,58,24.6,,24.0,,16/08/2024,MSP-G,9, , ,Yes, , , , , , 
08/05/2025,188,Challenger 350, ,524,N10EF,2014,01-01-2015,"2,910",US,79,,Yes,16.2,,03/07/2024,MSP-G,9, , , , , , , ,Yes, 
08/05/2025,199,Challenger 604, ,5305,N888DH,1996,01-06-1996,"7,115",US,140,4.7,,4.6,,13/08/2024,OnPoint,10, , , , , , , , , 
08/05/2025,229,Challenger 605, ,5713,C-FGRS,2007,01-10-2008,"5,635",CA,146,11.0,,10.95,,05/12/2024,OnPoint,11, , , , , , , , ,Yes
08/05/2025,153,Citation CJ3, ,012,N525U,2005,01-01-2005,"3,135",US,220,4.99,,4.6,,15/07/2024,TAP Elite,6, , , , , , , , , 
08/05/2025,158,Challenger 300, ,054,N91CF,2005,01-09-2005,"4,425",US,256,10.75,,10.75,,13/12/2024,MSP-G,8, , , , , , ,Yes, , 
08/05/2025,147,Challenger 601-3A, ,5073,N70X,1990,01-01-1991,"8,090",US,98,,Yes,2.19,,30/12/2024,,11, , , , , ,Yes, , , 
08/05/2025,175,Challenger 650, ,6121,N121JM,2018,01-06-2018,"2,000",US,162,20.99,,19.9,,13/06/2024,OnPoint,12, , , , , , , ,Yes, 
08/05/2025,46,Challenger 3500, ,959,N504GB,2023,01-08-2023,430,US,32,,Yes,24.0,,19/07/2024,MSP-G,8, , ,Yes, , , , , , 
08/05/2025,188,Challenger 350, ,529,N6PG,2014,01-02-2015,"4,130",US,35,,Yes,14.5,,30/04/2025,MSP,8, , , , , , ,Yes, , 
08/05/2025,199,Challenger 604, ,5330,NXXXX,1996,01-01-1997,"8,165",US,64,,Yes,,Yes,14/11/2024,,9, , , , , , , ,Yes, 
08/05/2025,229,Challenger 605, ,5737,N586TJ,2007,01-12-2008,"8,805",US,598,8.45,,8.2,,11/10/2024,OnPoint,9, , , , , ,Yes, , ,Yes
08/05/2025,153,Citation CJ3, ,035,N620BA,2005,01-09-2005,"3,395",US,110,5.39,,4.9,,13/11/2024,TAP Blue,7, , , , , , , , , 
08/05/2025,144,Citation CJ2+, ,301,N525HD,2006,01-05-2006,"4,825",US,25,4.3,,4.1,,27/12/2024,TAP Blue,7, , , , , , , , , 
08/05/2025,172,Citation CJ2, ,002,N400WD,2000,01-12-2000,"7,195",US,173,,Yes,2.4,,02/04/2025,TAP Blue,6, , , , , , ,Yes, , 
08/05/2025,140,Citation Latitude, ,011,N80LD,2015,01-10-2015,"1,200",US,23,14.79,,13.5,,26/02/2025,Textron PA+,8, , , , , ,Yes, , , 
08/05/2025,119,Citation CJ3+, ,492,N87GM,2016,01-06-2016,"1,320",US,40,,Yes,7.45,,29/01/2025,TAP Blue,6, , , , , , , , , 
08/05/2025,183,Pilatus PC-24, ,102,N224WA,2018,01-11-2018,"1,180",US,161,9.89,,9.82,,11/04/2025,TAP Blue,8, , , , , , , , , 
08/05/2025,165,Citation Excel, ,5016,N415MG,1998,01-02-1999,"4,275",US,339,2.99,,2.9,,24/01/2025,,8, , , , , , , , , 
08/05/2025,158,Challenger 300, ,058,N957CR,2005,01-10-2005,"4,120",US,62,,Yes,9.5,,21/11/2024,MSP-G,9, , , , , , , ,Yes, 
08/05/2025,147,Challenger 601-3A, ,5106,N373AB,1992,01-01-1992,"7,945",US,315,2.95,,,Yes,23/12/2024,OnPoint,9, , , , , , ,Yes, , 
08/05/2025,175,Challenger 650, ,6134,N634JG,2019,01-03-2019,"1,040",US,136,23.9,,21.0,,23/05/2024,OnPoint,9, , ,Yes, , , , , , 
08/05/2025,188,Challenger 350, ,549,N800CC,2015,01-05-2015,"1,980",US,127,16.95,,16.5,,08/04/2025,MSP-G,8, , , , , , , ,Yes, 
08/05/2025,199,Challenger 604, ,5331,N810D,1996,01-01-1997,"4,940",US,246,5.3,,5.07,,13/12/2024,OnPoint,10, , , , , , , ,Yes, 
08/05/2025,229,Challenger 605, ,5755,C-FJNS,2008,01-04-2008,"4,430",CA,330,9.49,,,Yes,19/02/2025,OnPoint,10, , , , , , , , ,Yes
08/05/2025,153,Citation CJ3, ,042,N573BB,2005,01-12-2005,"3,880",US,123,4.72,,4.37,,23/09/2024,TAP Elite,7, , , , , , , , , 
08/05/2025,144,Citation CJ2+, ,325,PP-BBS,2006,01-11-2006,"3,220",BR,98,,Yes,4.9,,02/09/2024,TAP Blue,6, , , , , , , , , 
08/05/2025,172,Citation CJ2, ,007,N410JL,2000,01-01-2001,"5,025",CA,333,,Yes,2.37,,07/03/2025,TAP Elite,6, , , , , , , , , 
08/05/2025,140,Citation Latitude, ,017,N1326A,2015,01-12-2015,"1,605",US,108,15.95,,15.5,,30/05/2024,JSSI,8, , , , , , , , ,Yes
08/05/2025,119,Citation CJ3+, ,506,N95VM,2016,01-01-2017,"6,625",US,38,,Yes,6.4,,21/02/2025,TAP Blue,6, , , , , , , , , 
08/05/2025,183,Pilatus PC-24, ,108,C-GTLX,2018,01-05-2018,"1,190",CA,227,10.25,,9.65,,26/08/2024,TAP Blue,8, , , , , , , , , 
08/05/2025,165,Citation Excel, ,5017,N413AG,1998,01-02-1999,"5,610",US,172,6.0,,5.5,,26/02/2025,,8, , , , , , , , , 
08/05/2025,160,Citation CJ4, ,030,N360PK,2011,01-09-2011,"3,170",US,56,6.49,,6.4,,27/12/2024,TAP Blue,8,Yes, , , , , , , , 
08/05/2025,155,Citation Longitude, ,030,N4595K,2020,01-04-2021,"1,145",US,211,23.49,,22.5,,20/06/2024,Textron PA+,8, , , , , , , , ,Yes
08/05/2025,158,Challenger 300, ,075,N356ML,2005,01-02-2006,"7,010",US,50,,Yes,8.2,,06/03/2025,MSP-G,9, , , , , , , ,Yes, 
08/05/2025,175,Challenger 650, ,6174,N918RL,2021,01-03-2022,"1,930",US,263,,Yes,,Yes,05/05/2025,JSSI,12, , , , , , , ,Yes, 
08/05/2025,188,Challenger 350, ,559,N382SA,2015,01-10-2015,"1,885",US,422,17.9,,17.0,,11/10/2024,MSP,8, , , , , , ,Yes, , 
08/05/2025,199,Challenger 604, ,5334,N60JC,1997,01-01-1997,"8,935",US,72,5.69,,5.6,,08/01/2025,OnPoint,9, , , , , , ,Yes, , 
08/05/2025,229,Challenger 605, ,5761,N731AW,2008,01-11-2008,"3,900",US,96,,Yes,11.25,,30/09/2024,OnPoint,12, , , , , , ,Yes, , 
08/05/2025,153,Citation CJ3, ,054,N413AL,2005,01-12-2005,"4,620",US,170,4.29,,4.1,,31/01/2025,TAP Blue,6, , , , , , ,Yes, , 
08/05/2025,144,Citation CJ2+, ,353,N86TG,2007,01-06-2007,"1,920",US,41,4.65,,,Yes,27/01/2025,TAP Blue,7, , , , , , , , , 
08/05/2025,172,Citation CJ2, ,025,N525F,2001,01-05-2001,"7,465",US,119,2.79,,,Yes,07/03/2025,TAP Blue,6, , , , , , , , , 
08/05/2025,140,Citation Latitude, ,024,N683AC,2016,01-04-2016,"2,090",US,84,,Yes,,Yes,30/12/2024,JSSI,8, , , , , , , ,Yes, 
08/05/2025,119,Citation CJ3+, ,519,N4JN,2017,01-07-2017,"1,555",US,81,8.25,,7.8,,30/09/2024,TAP Blue,7, , , , , , ,Yes, , 
08/05/2025,183,Pilatus PC-24, ,109,N357LT,2018,01-10-2018,"1,455",US,106,9.95,,9.65,,21/06/2024,TAP Blue,8, , , , , , , , , 
08/05/2025,165,Citation Excel, ,5063,N713TX,2000,01-03-2000,"8,815",US,105,3.75,,3.6,,20/08/2024,ESP-GL,8, , , , , , , , , 
08/05/2025,160,Citation CJ4, ,043,N47NE,2011,01-08-2011,"3,520",US,169,6.25,,,Yes,07/11/2024,Textron TA,7,Yes, , , , , , , , 
08/05/2025,155,Citation Longitude, ,122,N216CR,2024,01-07-2024,250,US,98,27.95,,27.5,,28/10/2024,Textron PA+,10, , , , , , , , , 
08/05/2025,172,Lear 75, ,458,N575AR,2013,01-02-2014,"3,850",US,330,6.45,,6.2,,09/05/2024,MSP-G,8, , , , , , ,Yes, , 
08/05/2025,260,Lear 70, ,2129,N616KK,2011,01-01-2011,"4,675",US,212,5.5,,5.25,,12/06/2024,,6, , , , , , ,Yes, , 
08/05/2025,176,Lear 60XR, ,341,N917SC,2008,01-04-2008,"4,900",US,182,3.69,,3.5,,14/01/2025,JSSI,6, , , , , , , , , 
08/05/2025,121,Lear 60, ,002,N32SW,1993,01-05-1994,"8,515",US,35,,Yes,1.4,,23/12/2024,,6, , , , , , , , , 
08/05/2025,199,Lear 45XR, ,252,N253SC,2004,01-10-2004,"5,590",US,290,3.49,,3.7,,02/08/2024,MSP-G,8, , , , , , , , , 
08/05/2025,158,Challenger 300, ,104,N125TM,2006,01-12-2006,"5,790",US,114,9.75,,,Yes,13/06/2024,MSP-G,8, , , , , , , ,Yes, 
08/05/2025,188,Challenger 350, ,588,N70BV,2015,01-10-2015,"2,625",US,264,16.45,,15.8,,31/03/2025,MSP-G,9, , , , , , , ,Yes, 
08/05/2025,199,Challenger 604, ,5451,N726RF,2000,01-09-2000,"7,310",US,116,,Yes,6.3,,28/06/2024,OnPoint,12, , , , , , ,Yes, , 
08/05/2025,229,Challenger 605, ,5767,N999KN,2008,01-08-2009,"4,550",US,250,10.45,,10.3,,19/11/2024,OnPoint,11, , , , , , ,Yes, , 
08/05/2025,153,Citation CJ3, ,059,N897CH,2006,01-02-2006,"10,640",US,280,3.75,,3.7,,04/11/2024,TAP Blue,6, , , , , , , , , 
08/05/2025,144,Citation CJ2+, ,358,N2BD,2007,01-08-2007,"4,690",US,125,4.39,,4.1,,20/06/2024,TAP Elite,6, , , , , , , , , 
08/05/2025,172,Citation CJ2, ,027,N420EH,2001,01-05-2001,"6,060",US,217,2.69,,,Yes,26/11/2024,TAP Blue,6, , , , , , , , , 
08/05/2025,140,Citation Latitude, ,034,N92AJ,2016,01-07-2016,"1,745",US,102,14.5,,14.3,,31/12/2024,,8, , , , , ,Yes, , ,Yes
08/05/2025,119,Citation CJ3+, ,544,OE-GYS,2018,01-07-2018,"2,340",AT,181,,Yes,7.2,,02/09/2024,TAP Blue,6, , , , , , , , ,Yes
08/05/2025,183,Pilatus PC-24, ,123,N100J,2018,01-06-2019,980,US,113,9.99,,9.65,,06/08/2024,,6, , , , , , , , , 
08/05/2025,165,Citation Excel, ,5124,N883SC,2000,01-11-2000,"10,170",US,276,3.99,,3.8,,12/07/2024,ESP-G,8, , , , , , ,Yes, , 
08/05/2025,160,Citation CJ4, ,044,D-COLO,2011,01-11-2011,"5,505",DE,521,5.95,,5.0,,07/11/2024,TAP Blue,8, , , , , , , , , 
08/05/2025,172,Lear 75, ,461,N75FP,2013,01-08-2014,"3,250",US,183,7.25,,7.2,,14/05/2024,MSP-G,8, , , , , , , , , 
08/05/2025,260,Lear 70, ,2134,N106GK,2013,01-12-2013,"2,420",US,307,5.95,,5.8,,18/03/2025,MSP,6, , , , , , , ,Yes, 
08/05/2025,176,Lear 60XR, ,354,PP-ONE,2008,01-09-2009,"2,715",BR,187,3.29,,3.05,,25/09/2024,,6, , , , , , , , , 
08/05/2025,121,Lear 60, ,023,N440HA,1993,01-01-1994,"9,150",US,86,1.7,,1.5,,16/05/2024,ESP-G,7, , , , , , , , , 
08/05/2025,199,Lear 45XR, ,267,N219JL,2005,01-05-2005,"5,740",US,116,3.99,,3.7,,08/11/2024,MSP-G,8, , , , , , ,Yes, , 
08/05/2025,185,Lear 45, ,011,N816LJ,1998,01-01-1999,"10,590",US,36,,Yes,1.9,,04/06/2024,,8, , , , , , ,Yes, , 
08/05/2025,305,Lear 40, ,2078,N930CC,2007,01-06-2007,"2,850",US,642,2.39,,2.2,,31/12/2024,MSP-G,6, , , , , , , , , 
08/05/2025,184,Hawker 900XP, ,008,N722GR,2007,01-10-2007,"4,360",US,134,4.75,,4.3,,12/03/2025,MSP,8, , , , , , , , , 
08/05/2025,158,Challenger 300, ,110,N61TF,2006,01-10-2006,"4,785",US,157,,Yes,9.4,,13/03/2025,MSP,8, , , , , , , ,Yes, 
08/05/2025,188,Challenger 350, ,596,C-GGAQ,2015,01-01-2016,"1,875",CA,55,16.89,,15.4,,17/03/2025,MSP-G,9, , , , , , , ,Yes, 
08/05/2025,199,Challenger 604, ,5456,N360SL,2000,01-08-2000,"6,890",AU,303,,Yes,5.9,,10/10/2024,,9, , , , , , , , , 
08/05/2025,229,Challenger 605, ,5769,N605MM,2008,01-03-2009,"6,010",US,274,,Yes,8.1,,10/04/2025,OnPoint,9, , , , , , ,Yes, , 
08/05/2025,153,Citation CJ3, ,068,N588RS,2006,01-03-2006,"2,680",US,98,,Yes,4.8,,05/08/2024,TAP Elite,6, , , , , , , , , 
08/05/2025,144,Citation CJ2+, ,361,N322DP,2007,01-08-2007,"2,350",US,79,,Yes,4.5,,22/08/2024,TAP Elite,7, , , , , , , , , 
08/05/2025,172,Citation CJ2, ,054,N417MH,2002,01-02-2002,"6,015",US,155,,Yes,2.9,,13/11/2024,TAP Blue,6, , , , , , , , , 
08/05/2025,140,Citation Latitude, ,128,N615AC,2018,01-03-2018,735,US,67,,Yes,16.5,,19/08/2024,ESP-G,8, , , , , , , , ,Yes
08/05/2025,119,Citation CJ3+, ,561,N117B,2018,01-11-2018,"1,120",US,66,8.29,,7.85,,18/07/2024,TAP Blue,6, , , , , , ,Yes, , 
08/05/2025,183,Pilatus PC-24, ,124,LX-FCB,2018,01-12-2019,"1,860",LU,342,9.9,,9.55,,18/12/2024,CrystalCare,8, , , , , , , , , 
08/05/2025,165,Citation Excel, ,5135,N885BB,2000,01-06-2001,"8,315",US,25,,Yes,2.25,,20/09/2024,,8, , , , , , , , , 
08/05/2025,160,Citation CJ4, ,048,N513AL,2011,01-08-2011,"1,900",US,290,7.0,,,Yes,28/03/2025,TAP Elite,8, , , , , , , , , 
08/05/2025,172,Lear 75, ,474,N750LL,2013,01-02-2014,"4,290",US,137,5.99,,5.5,,20/09/2024,MSP,8, , , , , , ,Yes, ,Yes
08/05/2025,176,Lear 60XR, ,369,N10873,2009,01-05-2009,"4,755",US,161,3.19,,2.9,,31/10/2024,,6, , , , , , , , , 
08/05/2025,121,Lear 60, ,048,N551ST,1994,01-05-1995,"10,305",US,47,1.85,,1.65,,04/09/2024,ESP-G,7, , , , , ,Yes, , , 
08/05/2025,199,Lear 45XR, ,293,N45HD,2006,01-03-2006,"2,395",US,244,4.1,,3.9,,16/01/2025,MSP-G,8, , , , , , , , , 
08/05/2025,185,Lear 45, ,016,N607BF,1998,01-01-1999,"7,860",US,155,,Yes,2.1,,20/08/2024,,8, , , , , , , , , 
08/05/2025,305,Lear 40, ,2099,N672SC,2008,01-05-2008,"6,895",US,200,3.49,,,Yes,13/08/2024,MSP-G,6, , , , , , , , , 
08/05/2025,184,Hawker 900XP, ,013,N777DC,2007,01-11-2007,"4,610",US,328,,Yes,4.9,,13/05/2024,MSP-G,8, , , , , , , , , 
08/05/2025,183,Hawker 850XP, ,761,N761XP,2006,01-05-2006,"5,395",US,58,4.05,,4.0,,29/05/2024,MSP-G,8, , , , , , ,Yes, , 
08/05/2025,194,Hawker 800XP, ,299,N87RB,1996,01-03-1997,"7,440",US,383,2.3,,,Yes,17/12/2024,MSP-G,8, , , , , , , , , 
08/05/2025,206,Hawker 750, ,001,XA-MLA,2007,01-05-2008,"5,560",MX,286,3.3,,3.1,,18/07/2024,MSP-G,8, , , , , , , , , 
08/05/2025,158,Challenger 300, ,127,N702NF,2006,01-03-2007,"6,560",US,114,10.25,,9.67,,08/08/2024,JSSI,8, , , , , , , ,Yes, 
08/05/2025,188,Challenger 350, ,613,N680GM,2016,01-04-2016,"2,630",US,461,,Yes,16.25,,30/10/2024,JSSI,9, , , , , , ,Yes, , 
08/05/2025,199,Challenger 604, ,5465,N604FS,2000,01-01-2003,"7,155",US,106,7.2,,6.6,,06/11/2024,OnPoint,11, , , , , , , , , 
08/05/2025,229,Challenger 605, ,5782,N131KJ,2008,01-12-2009,"5,505",US,133,10.6,,10.49,,30/12/2024,OnPoint,12, , , , , , , ,Yes, 
08/05/2025,153,Citation CJ3, ,080,N647MM,2006,01-06-2006,"3,910",US,85,4.99,,4.99,,20/11/2024,TAP Blue,7, , , , , , , , , 
08/05/2025,144,Citation CJ2+, ,362,N895MK,2007,01-09-2007,"4,010",US,388,4.39,,4.3,,27/12/2024,TAP Blue,6, , , , , , , , , 
08/05/2025,172,Citation CJ2, ,060,N920JR,2002,01-04-2002,"7,610",US,198,,Yes,2.3,,04/12/2024,TAP Blue,6, , , , , , , , , 
08/05/2025,140,Citation Latitude, ,143,N445SC,2018,01-08-2018,"2,285",US,162,16.75,,15.5,,06/08/2024,Textron PA+,8, , , , , ,Yes, , , 
08/05/2025,119,Citation CJ3+, ,562,N262DA,2018,01-12-2018,990,US,61,8.39,,8.2,,25/03/2025,TAP Blue,6, , , , , , , , , 
08/05/2025,183,Pilatus PC-24, ,138,N89PL,2019,01-08-2019,"1,825",US,79,10.7,,10.5,,15/08/2024,TAP Blue,8, , , , , , , ,Yes, 
08/05/2025,165,Citation Excel, ,5137,N637AM,2000,01-01-2001,"15,120",US,281,2.79,,2.75,,24/09/2024,ESP-G,7, , , , , , ,Yes, , 
08/05/2025,160,Citation CJ4, ,051,N999WC,2011,01-10-2011,"2,565",US,118,,Yes,6.1,,22/10/2024,TAP Elite,7,Yes, , , , , , , , 
08/05/2025,172,Lear 75, ,475,N1850M,2014,01-05-2014,"4,750",US,85,,Yes,5.7,,27/11/2024,MSP,8, , , , , , ,Yes, , 
08/05/2025,176,Lear 60XR, ,423,N631BA,2013,01-03-2013,"2,870",US,174,4.5,,,Yes,19/12/2024,ESP-G,6, , , , , ,Yes, , , 
08/05/2025,121,Lear 60, ,077,N60GF,1996,01-11-1996,"10,585",US,105,1.89,,1.72,,05/07/2024,ESP-G,7, , , , , , ,Yes, , 
08/05/2025,199,Lear 45XR, ,313,N45KH,2006,01-04-2008,"5,575",US,269,4.49,,4.1,,02/08/2024,MSP,8, , , , , , , , , 
08/05/2025,185,Lear 45, ,027,N1250,1999,01-05-2000,"7,440",US,115,2.4,,2.2,,29/12/2024,MSP-G,8, , , , , , ,Yes, , 
08/05/2025,305,Lear 40, ,2113,N27AF,2008,01-08-2009,"3,060",US,138,3.79,,3.5,,30/10/2024,MSP-G,6, , , , , , , , , 
08/05/2025,184,Hawker 900XP, ,014,N980TX,2007,01-12-2007,"6,385",US,309,4.39,,4.35,,14/01/2025,MSP-G,8, , , , , , ,Yes, , 
08/05/2025,183,Hawker 850XP, ,778,G-IMGP,2006,01-08-2006,"4,345",GB,135,4.3,,,Yes,23/05/2024,MSP-G,8, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,332,N214TD,1997,01-11-1997,"10,260",US,53,,Yes,,Yes,28/03/2025,MSP-G,8, , , , , , , , , 
08/05/2025,206,Hawker 750, ,016,XA-AFS,2008,01-09-2008,"3,590",MX,194,3.49,,3.4,,16/07/2024,MSP,8, , , , , , , , , 
08/05/2025,130,Hawker 4000, ,024,PS-USK,2009,01-01-2010,"2,635",BR,155,6.4,,5.9,,25/06/2024,ESP,8, , , , , , , , , 
08/05/2025,272,Gulfstream GV, ,503,N770XX,1996,01-07-1999,"12,780",US,237,8.5,,,Yes,12/12/2024,RRCC,16, , , , , , ,Yes, , 
08/05/2025,260,Gulfstream GIVSP, ,1228,N30GD,1993,01-07-1994,"13,640",US,860,3.39,,2.5,,26/12/2024,,13, , , , , , ,Yes, , 
08/05/2025,313,Gulfstream GIV, ,1003,N250RG,1986,01-10-1986,"11,650",US,623,2.0,,900K,,21/02/2025,,13, , , , , , , , , 
08/05/2025,158,Challenger 300, ,142,C-GTUF,2006,01-10-2007,"3,830",CA,86,,Yes,9.9,,06/09/2024,MSP-G,9, , , , , , ,Yes, , 
08/05/2025,188,Challenger 350, ,619,N995CB,2016,01-03-2016,"1,230",US,508,18.25,,18.1,,21/06/2024,MSP,9, , , , , , ,Yes, ,Yes
08/05/2025,199,Challenger 604, ,5488,N604FM,2001,01-06-2002,"5,590",US,238,5.69,,5.4,,12/08/2024,OnPoint,12, , , , , , , , ,Yes
08/05/2025,229,Challenger 605, ,5785,N785JG,2008,01-07-2009,"7,055",US,448,14.0,,13.7,,22/08/2024,OnPoint,11, , , , , , , , ,Yes
08/05/2025,153,Citation CJ3, ,087,N188TW,2006,01-06-2006,"5,075",US,75,,Yes,4.5,,29/04/2025,TAP Elite,6, , , , , , , , , 
08/05/2025,144,Citation CJ2+, ,426,N476JD,2008,01-11-2008,"2,905",US,36,4.59,,4.47,,20/12/2024,Textron TA,7, , , , , , , , , 
08/05/2025,172,Citation CJ2, ,061,N272HT,2002,01-05-2002,"3,925",US,138,3.35,,3.35,,03/06/2024,TAP Blue,6, , , , , , , , , 
08/05/2025,140,Citation Latitude, ,203,N61591,2019,01-06-2019,"2,550",US,412,,Yes,14.5,,23/12/2024,JSSI,8, , , , , , , , ,Yes
08/05/2025,119,Citation CJ3+, ,565,N428WB,2018,01-12-2018,"1,025",US,95,8.49,,7.95,,05/11/2024,TAP Blue,7, , , , , , ,Yes, , 
08/05/2025,183,Pilatus PC-24, ,172,HB-VVU,2020,01-01-2020,"1,410",CH,175,11.5,,11.2,,21/03/2025,TAP Blue,8, , , , , , , , , 
08/05/2025,165,Citation Excel, ,5163,N591MA,2001,01-05-2001,"12,330",US,93,4.1,,3.9,,11/10/2024,ESP-GL,8, , , , , , ,Yes, , 
08/05/2025,160,Citation CJ4, ,058,D-CHRA,2011,01-10-2011,"5,740",DE,630,5.95,,5.4,,25/07/2024,TAP Blue,8, , , , , , , , , 
08/05/2025,172,Lear 75, ,489,N588SG,2014,01-02-2015,"2,865",US,149,,Yes,7.1,,25/09/2024,MSP-G,8, , , , , , , ,Yes,Yes
08/05/2025,121,Lear 60, ,128,N975LV,1998,01-08-1998,"11,525",US,40,,Yes,2.0,,13/11/2024,ESP,7, , , , , , ,Yes, , 
08/05/2025,199,Lear 45XR, ,319,PS-SLJ,2006,01-02-2007,"4,995",BR,361,3.99,,3.5,,03/06/2024,MSP-G,8, , , , , , , , , 
08/05/2025,185,Lear 45, ,039,N238LM,1999,01-08-1999,"8,630",US,110,2.1,,2.0,,10/12/2024,MSP,8, , , , , , , , , 
08/05/2025,305,Lear 40, ,2133,M-DMBP,2012,01-10-2012,"3,430",IE,239,,Yes,3.75,,20/12/2024,MSP-G,6, , , , , , , , , 
08/05/2025,184,Hawker 900XP, ,032,N762JP,2007,01-10-2008,"6,635",US,353,4.95,,4.5,,30/05/2024,MSP-G,8, , , , , , , , , 
08/05/2025,183,Hawker 850XP, ,780,N850XR,2006,01-06-2006,"5,510",US,460,,Yes,4.25,,22/07/2024,JSSI,8, , , , , , , , , 
08/05/2025,194,Hawker 800XP, ,338,N311FL,1997,01-02-1998,"10,885",US,392,1.65,,1.5,,07/01/2025,MSP-G,8, , , , , , , , , 
08/05/2025,206,Hawker 750, ,031,N200RG,2009,01-10-2009,"2,655",US,138,,Yes,2.85,,12/11/2024,MSP-G,8, , , , , , , , , 
08/05/2025,130,Hawker 4000, ,026,N4026,2009,01-10-2009,"2,675",US,169,3.7,,3.5,,09/07/2024,,8, , , , , , , , , 
08/05/2025,272,Gulfstream GV, ,515,N55GV,1997,01-09-1997,"7,085",US,579,8.95,,7.3,,31/12/2024,RRCC,13, , , , , , , , , 
08/05/2025,260,Gulfstream GIVSP, ,1234,N999NB,1994,01-09-1994,"7,455",US,54,4.99,,4.6,,26/06/2024,,13, , , , , , , , ,Yes
08/05/2025,313,Gulfstream GIV, ,1010,XA-AVZ,1987,01-09-1987,"9,365",MX,418,,Yes,,Yes,15/05/2024,,14, , , , , , , , , 
08/05/2025,195,Gulfstream G650,Yes,6007,N288WK,2011,01-12-2012,"4,805",US,61,29.99,,29.95,,15/10/2024,RRCC,14, , ,Yes, , , , , , 
08/05/2025,205,Gulfstream G600, ,73010,N610GS,2019,01-09-2019,"1,235",CY,160,49.75,,48.7,,23/10/2024,,13, , ,Yes, , , , , , 
08/05/2025,158,Challenger 300, ,143,N593HR,2006,01-09-2007,"5,820",US,150,10.49,,9.65,,28/06/2024,MSP-G,8, , , , , , , ,Yes, 
08/05/2025,188,Challenger 350, ,621,N555AD,2016,01-04-2016,"2,650",US,204,,Yes,16.5,,08/10/2024,JSSI,9, , , , , , , ,Yes, 
08/05/2025,199,Challenger 604, ,5512,N902AG,2001,01-03-2002,"7,780",US,233,7.25,,7.0,,13/12/2024,JSSI,9, , , , , , , , , 
08/05/2025,229,Challenger 605, ,5792,N111RZ,2009,01-01-2010,"2,280",US,144,11.4,,10.75,,11/10/2024,OnPoint,10, , , , , , ,Yes, , 
08/05/2025,153,Citation CJ3, ,091,N91CJ,2006,01-07-2006,"8,275",US,106,,Yes,4.75,,18/12/2024,Textron TA,7, , , , , , , , , 
08/05/2025,144,Citation CJ2+, ,446,HB-VET,2009,01-05-2009,"3,400",CH,183,,Yes,4.29,,04/12/2024,TAP Blue,6, , , , , , , , , 
